    °„C	        No	    CH0	            CH1	            CH2	            CH3
33.677	225	0.1171667646	1241.6746462390	0.4622596778	-0.1309328157
33.703	226	0.1171772550	1240.2827584912	0.4621833838	-0.1313065369
33.735	227	0.1171900104	1238.9065169636	0.4621088780	-0.1316952784
33.764	228	0.1172016929	1237.5390373194	0.4620350875	-0.1320840199
33.790	229	0.1172119449	1236.1878297441	0.4619618930	-0.1324628670
33.814	230	0.1172216008	1234.8466357497	0.4618891753	-0.1328489860
33.835	231	0.1172300647	1233.5160811851	0.4618180073	-0.1332299789
33.868	232	0.1172434161	1232.1967918990	0.4617452897	-0.1336042961
33.894	233	0.1172537874	1230.8843869498	0.4616723336	-0.1339671692
33.916	234	0.1172624896	1229.5844989767	0.4616014040	-0.1343367180
33.945	235	0.1172741721	1228.2965021310	0.4615311898	-0.1347160420
33.968	236	0.1172832321	1227.0172671686	0.4614619292	-0.1350877366
33.994	237	0.1172938417	1225.7536784264	0.4613930262	-0.1354714713
34.026	238	0.1173064779	1224.4963481722	0.4613242424	-0.1358475766
34.048	239	0.1173152994	1223.2471539525	0.4612552202	-0.1362170062
34.070	240	0.1173240016	1222.0123542555	0.4611869133	-0.1365882240
34.095	241	0.1173340152	1220.7850647441	0.4611190832	-0.1369565807
34.117	242	0.1173430751	1219.5696663600	0.4610517300	-0.1373281561
34.143	243	0.1173535655	1218.3642815569	0.4609850920	-0.1376971088
34.166	244	0.1173626254	1217.1707878811	0.4609196461	-0.1380646311
34.198	245	0.1173756193	1215.9841785421	0.4608552731	-0.1384370410
34.219	246	0.1173838447	1214.8069569353	0.4607905424	-0.1388044440
34.233	247	0.1173895667	1213.6384972118	0.4607255733	-0.1391687476
34.262	248	0.1174012493	1212.4838061621	0.4606609619	-0.1395344817
34.293	249	0.1174134086	1211.3372511469	0.4605974234	-0.1399002159
34.317	250	0.1174233030	1210.1982063173	0.4605351961	-0.1402633274
34.336	251	0.1174306940	1209.0698009175	0.4604708231	-0.1406139219
34.359	252	0.1174401115	1207.9551641914	0.4604106224	-0.1409697617
34.386	253	0.1174509595	1206.8405274654	0.4603469646	-0.1413192833
34.410	254	0.1174603771	1205.7384077155	0.4602874792	-0.1416732157
34.434	255	0.1174699138	1204.6550634298	0.4602264440	-0.1420253600
