    °„C	        No	    CH0	            CH1	            CH2	            CH3
60.472	1266	0.1278635340	623.0306102652	0.4155038843	-0.2942412075
60.480	1267	0.1278667526	622.6989103972	0.4154641876	-0.2942193922
60.501	1268	0.1278749781	622.3715914709	0.4154247293	-0.2941966232
60.516	1269	0.1278811769	622.0411433006	0.4153855095	-0.2941560921
60.527	1270	0.1278853493	621.7150760719	0.4153470049	-0.2941116270
60.540	1271	0.1278904753	621.3865054480	0.4153054008	-0.2940901693
60.556	1272	0.1278971510	621.0554314289	0.4152676115	-0.2940463003
60.575	1273	0.1279044228	620.7312417466	0.4152275571	-0.2940235313
60.597	1274	0.1279132442	620.4020452739	0.4151900062	-0.2940002855
60.611	1275	0.1279187279	620.0772297428	0.4151486406	-0.2939731058
60.627	1276	0.1279251652	619.7492849677	0.4151094207	-0.2939279255
60.642	1277	0.1279310064	619.4219660414	0.4150704393	-0.2938835796
60.655	1278	0.1279362516	619.0984022080	0.4150349149	-0.2938597377
60.667	1279	0.1279410200	618.7679540377	0.4149942645	-0.2938362535
60.693	1280	0.1279513912	618.4456419018	0.4149551639	-0.2938127693
60.705	1281	0.1279562788	618.1227039172	0.4149143943	-0.2937871393
60.727	1282	0.1279651003	617.7947591421	0.4148751745	-0.2937660392
60.741	1283	0.1279707031	617.4768279479	0.4148364314	-0.2937414821
60.758	1284	0.1279771404	617.1495090216	0.4147976884	-0.2937129911
60.780	1285	0.1279862003	616.8221900953	0.4147565612	-0.2936827119
60.790	1286	0.1279900150	616.5030072035	0.4147186526	-0.2936542209
60.801	1287	0.1279943066	616.1850760093	0.4146783599	-0.2936284717
60.820	1288	0.1280019360	615.8615121759	0.4146396169	-0.2935991462
60.829	1289	0.1280053930	615.5429551329	0.4145995626	-0.2935687479
60.848	1290	0.1280130224	615.2200171483	0.4145641574	-0.2935414489
60.870	1291	0.1280218439	614.8995825588	0.4145239839	-0.2935102161
60.888	1292	0.1280288773	614.5797738182	0.4144842872	-0.2934838708
60.907	1293	0.1280363874	614.2599650776	0.4144466170	-0.2934556182
60.913	1294	0.1280387716	613.9439114299	0.4144064435	-0.2934251006
60.921	1295	0.1280422287	613.6209734452	0.4143682965	-0.2933970865
60.939	1296	0.1280491428	613.3055456463	0.4143288382	-0.2933677610
60.953	1297	0.1280547457	612.9863627545	0.4142899760	-0.2933414157
60.976	1298	0.1280639248	612.6696832579	0.4142524251	-0.2933132823
60.991	1299	0.1280697660	612.3517520637	0.4142139205	-0.2932857450
61.005	1300	0.1280754881	612.0331950207	0.4141762503	-0.2932578500
61.017	1301	0.1280802565	611.7196447682	0.4141354808	-0.2932352002
61.027	1302	0.1280840712	611.4029652716	0.4140969762	-0.2932028945
61.044	1303	0.1280911045	611.0862857751	0.4140589484	-0.2931736882
61.063	1304	0.1280983763	610.7677287321	0.4140190133	-0.2931447204
61.074	1305	0.1281030254	610.4566818748	0.4139811047	-0.2931115802
61.091	1306	0.1281098204	610.1412540758	0.4139410504	-0.2930867847
61.103	1307	0.1281142311	609.8239487305	0.4139029034	-0.2930612739
61.122	1308	0.1281219797	609.5135277220	0.4138654717	-0.2930299218
61.137	1309	0.1281279402	609.1999774694	0.4138261326	-0.2930045303
61.153	1310	0.1281343775	608.8901823098	0.4137875088	-0.2929789003
61.167	1311	0.1281397419	608.5716252668	0.4137486466	-0.2929452832
61.192	1312	0.1281497555	608.2630818047	0.4137104996	-0.2929179843
61.199	1313	0.1281527357	607.9470281569	0.4136734255	-0.2928879436
61.216	1314	0.1281591730	607.6366071484	0.4136352786	-0.2928617175
61.229	1315	0.1281645374	607.3274378376	0.4135947474	-0.2928310807
61.244	1316	0.1281704979	607.0163909803	0.4135566004	-0.2928011592
61.263	1317	0.1281778889	606.7015890301	0.4135190495	-0.2927671845
61.274	1318	0.1281824188	606.3949231145	0.4134806641	-0.2927390511
61.285	1319	0.1281865912	606.0851279548	0.4134412058	-0.2927140172
61.304	1320	0.1281942206	605.7772103415	0.4134046086	-0.2926819499
61.319	1321	0.1282001810	605.4680410306	0.4133652695	-0.2926577504
61.341	1322	0.1282091217	605.1588717198	0.4133287915	-0.2926297362
61.347	1323	0.1282112675	604.8515799553	0.4132886179	-0.2926006492
61.363	1324	0.1282177048	604.5449140397	0.4132528551	-0.2925734694
61.388	1325	0.1282275992	604.2344930312	0.4132143505	-0.2925502236
61.402	1326	0.1282332020	603.9259495691	0.4131738194	-0.2925203021
61.411	1327	0.1282370167	603.6199095023	0.4131353148	-0.2924935992
61.427	1328	0.1282430964	603.3126177378	0.4130965717	-0.2924648698
61.445	1329	0.1282503681	603.0065776710	0.4130609282	-0.2924263652
61.455	1330	0.1282543020	602.7036668482	0.4130209931	-0.2924058612
61.466	1331	0.1282588320	602.3988784789	0.4129854687	-0.2923805888
61.483	1332	0.1282655077	602.0947159585	0.4129464872	-0.2923519786
61.498	1333	0.1282713490	601.7924309845	0.4129097708	-0.2923188384
61.511	1334	0.1282765942	601.4851392201	0.4128700741	-0.2922880824
61.521	1335	0.1282806473	601.1784733044	0.4128331192	-0.2922592337
61.539	1336	0.1282877999	600.8786917257	0.4127943762	-0.2922319348
61.560	1337	0.1282961445	600.5764067517	0.4127562292	-0.2922014172
61.575	1338	0.1283022242	600.2722442312	0.4127179630	-0.2921750720
61.583	1339	0.1283052044	599.9705851061	0.4126796968	-0.2921507533
61.597	1340	0.1283106880	599.6689259809	0.4126415499	-0.2921226199
61.612	1341	0.1283166485	599.3697702509	0.4126041181	-0.2921000893
61.630	1342	0.1283239203	599.0699886721	0.4125687130	-0.2920774396
61.653	1343	0.1283330994	598.7683295469	0.4125287779	-0.2920515711
61.663	1344	0.1283370333	598.4666704218	0.4124926575	-0.2920271332
61.682	1345	0.1283446627	598.1637595990	0.4124541528	-0.2920056756
61.697	1346	0.1283505039	597.8671072642	0.4124166019	-0.2919829066
61.719	1347	0.1283590870	597.5692032319	0.4123792894	-0.2919550116
61.727	1348	0.1283625441	597.2687958043	0.4123404272	-0.2919341500
61.737	1349	0.1283663588	596.9683883767	0.4123035915	-0.2919109042
61.758	1350	0.1283745842	596.6692326468	0.4122642524	-0.2918899233
61.772	1351	0.1283801871	596.3719544632	0.4122289665	-0.2918677504
61.789	1352	0.1283872204	596.0727987333	0.4121909387	-0.2918596442
61.796	1353	0.1283897238	595.7824048866	0.4121519573	-0.2918507035
61.814	1354	0.1283969956	595.4782423662	0.4121152408	-0.2918155367
61.830	1355	0.1284031945	595.1834675779	0.4120754249	-0.2917866881
61.844	1356	0.1284089165	594.8880669408	0.4120370395	-0.2917601044
61.862	1357	0.1284159498	594.5926663037	0.4120021112	-0.2917337591
61.880	1358	0.1284232216	594.2972656666	0.4119646795	-0.2917109902
61.899	1359	0.1284309702	594.0031167271	0.4119282014	-0.2916882212
61.911	1360	0.1284355002	593.7083419388	0.4118892200	-0.2916642601
61.928	1361	0.1284424143	593.4160705457	0.4118520267	-0.2916362459
61.948	1362	0.1284501629	593.1181665133	0.4118138797	-0.2916133578
61.955	1363	0.1284529047	592.8290243643	0.4117764480	-0.2915882046
61.973	1364	0.1284600573	592.5336237272	0.4117391355	-0.2915612633
61.983	1365	0.1284642296	592.2419781829	0.4117014654	-0.2915326531
62.004	1366	0.1284725743	591.9515843363	0.4116651065	-0.2915097649
62.015	1367	0.1284771042	591.6561836991	0.4116267211	-0.2914855654
62.028	1368	0.1284819918	591.3582796668	0.4115903623	-0.2914611275
62.045	1369	0.1284887867	591.0741443082	0.4115529306	-0.2914341862
62.062	1370	0.1284955817	590.7812470663	0.4115147836	-0.2914080794
62.071	1371	0.1284992771	590.4839688828	0.4114790208	-0.2913844759
62.090	1372	0.1285067873	590.1973301290	0.4114424235	-0.2913636143
62.107	1373	0.1285133438	589.9075621311	0.4114057071	-0.2913445408
62.120	1374	0.1285185891	589.6177941333	0.4113663680	-0.2913212950
62.126	1375	0.1285210924	589.3255227402	0.4113321549	-0.2912880356
62.144	1376	0.1285280066	589.0388839864	0.4112938888	-0.2912556107
62.159	1377	0.1285342055	588.7534969302	0.4112570531	-0.2912267620
62.178	1378	0.1285415964	588.4624772347	0.4112185485	-0.2911883766
62.190	1379	0.1285464840	588.1727092369	0.4111824281	-0.2911533291
62.207	1380	0.1285530405	587.8873221807	0.4111445195	-0.2911229307
62.221	1381	0.1285586434	587.6013092757	0.4111079223	-0.2910933668
62.231	1382	0.1285625773	587.3121671267	0.4110713250	-0.2910624916
62.247	1383	0.1285692530	587.0274059193	0.4110328204	-0.2910317356
62.264	1384	0.1285760479	586.7363862238	0.4109974152	-0.2909957344
62.283	1385	0.1285834389	586.4553801093	0.4109616525	-0.2909639055
62.292	1386	0.1285868960	586.1681155067	0.4109245784	-0.2909286196
62.310	1387	0.1285941677	585.8833542993	0.4108878619	-0.2908940489
62.322	1388	0.1285990553	585.5985930919	0.4108509070	-0.2908595974
62.336	1389	0.1286046582	585.3169611285	0.4108129985	-0.2908271724
62.359	1390	0.1286135989	585.0278189795	0.4107755667	-0.2907971317
62.370	1391	0.1286181288	584.7405543769	0.4107402808	-0.2907660181
62.385	1392	0.1286239701	584.4595482623	0.4107014186	-0.2907344276
62.401	1393	0.1286301690	584.1791679966	0.4106661326	-0.2907073671
62.417	1394	0.1286367255	583.8925292428	0.4106291777	-0.2906773264
62.418	1395	0.1286370831	583.6121489771	0.4105924613	-0.2906450206
62.439	1396	0.1286454277	583.3236326768	0.4105544335	-0.2906146223
62.455	1397	0.1286518650	583.0470075039	0.4105201012	-0.2905862505
62.464	1398	0.1286553221	582.7622462965	0.4104843384	-0.2905585939
62.478	1399	0.1286609250	582.4831177284	0.4104469067	-0.2905305797
62.486	1400	0.1286642628	582.1996082186	0.4104106671	-0.2905013734
62.506	1401	0.1286720114	581.9217313481	0.4103737122	-0.2904739553
62.518	1402	0.1286767798	581.6394735360	0.4103365189	-0.2904441530
62.539	1403	0.1286852436	581.3628483631	0.4103012330	-0.2904178077
62.553	1404	0.1286907273	581.0805905509	0.4102652317	-0.2903900320
62.576	1405	0.1286996680	580.8014619828	0.4102274424	-0.2903613025
62.584	1406	0.1287030058	580.5235851123	0.4101895338	-0.2903347188
62.594	1407	0.1287069397	580.2494633346	0.4101546055	-0.2903076583
62.620	1408	0.1287171917	579.9659538249	0.4101174122	-0.2902804786
62.625	1409	0.1287193375	579.6887028032	0.4100824839	-0.2902605707
62.642	1410	0.1287260132	579.4083225374	0.4100437409	-0.2902275497
62.656	1411	0.1287314969	579.1367041550	0.4100079781	-0.2901997739
62.658	1412	0.1287323313	578.8563238893	0.4099723345	-0.2901684219
62.677	1413	0.1287398415	578.5778211700	0.4099374062	-0.2901369506
62.694	1414	0.1287466364	578.3049510899	0.4099004513	-0.2901075059
62.708	1415	0.1287524777	578.0277000682	0.4098634964	-0.2900749618
62.722	1416	0.1287578421	577.7542041394	0.4098276144	-0.2900467092
62.737	1417	0.1287636834	577.4738238736	0.4097905403	-0.2900194103
62.746	1418	0.1287673789	577.2009537936	0.4097563273	-0.2899929458
62.759	1419	0.1287725049	576.9237027719	0.4097194916	-0.2899649316
62.778	1420	0.1287801342	576.6539619359	0.4096846825	-0.2899373943
62.789	1421	0.1287845450	576.3779626118	0.4096466547	-0.2899036580
62.795	1422	0.1287866908	576.1007115901	0.4096098190	-0.2898738557
62.804	1423	0.1287905055	575.8297190565	0.4095758444	-0.2898463184
62.817	1424	0.1287956315	575.5537197324	0.4095387703	-0.2898161584
62.837	1425	0.1288034993	575.2858564428	0.4095037228	-0.2897889787
62.853	1426	0.1288098174	575.0098571187	0.4094645029	-0.2897629911
62.872	1427	0.1288173275	574.7357353411	0.4094321972	-0.2897319966
62.879	1428	0.1288203078	574.4659945050	0.4093925005	-0.2896974259
62.894	1429	0.1288261490	574.1924985762	0.4093595987	-0.2896646434
62.912	1430	0.1288334208	573.9208801938	0.4093228823	-0.2896287614
62.925	1431	0.1288385468	573.6561461482	0.4092860466	-0.2895922833
62.945	1432	0.1288466530	573.3832760682	0.4092505222	-0.2895534211
62.959	1433	0.1288521367	573.1122835345	0.4092122560	-0.2895138436
62.973	1434	0.1288577395	572.8419168497	0.4091816192	-0.2894764119
62.991	1435	0.1288648921	572.5684209209	0.4091444259	-0.2894371920
62.998	1436	0.1288675147	572.2999317825	0.4091072326	-0.2893958264
63.019	1437	0.1288757401	572.0308167953	0.4090726619	-0.2893558913
63.031	1438	0.1288807469	571.7591984128	0.4090361839	-0.2893164330
63.044	1439	0.1288858729	571.4988453090	0.4089981561	-0.2892753058
63.054	1440	0.1288899260	571.2297303217	0.4089641815	-0.2892418080
63.072	1441	0.1288969594	570.9618670322	0.4089292532	-0.2892314368
63.090	1442	0.1289038735	570.6883711033	0.4088936096	-0.2892044955
63.107	1443	0.1289106684	570.4223853601	0.4088554626	-0.2891590768
63.127	1444	0.1289187747	570.1607805586	0.4088216072	-0.2891234332
63.132	1445	0.1289205628	569.8904138738	0.4087875133	-0.2890833789
63.150	1446	0.1289278346	569.6244281307	0.4087515121	-0.2890424901
63.173	1447	0.1289371329	569.3609457827	0.4087164646	-0.2890043431
63.178	1448	0.1289389210	569.0937083419	0.4086783176	-0.2889629775
63.188	1449	0.1289430934	568.8270967500	0.4086419588	-0.2889222079
63.197	1450	0.1289465504	568.5629885532	0.4086094146	-0.2888853722
63.214	1451	0.1289534646	568.2970028101	0.4085730558	-0.2888457947
63.224	1452	0.1289572793	568.0341463109	0.4085368162	-0.2888066941
63.243	1453	0.1289649087	567.7656571725	0.4085021262	-0.2887671166
63.257	1454	0.1289702731	567.5065557663	0.4084666019	-0.2887267046
63.277	1455	0.1289783793	567.2430734183	0.4084317928	-0.2886891537
63.281	1456	0.1289800482	566.9764618264	0.4083963876	-0.2886476689
63.295	1457	0.1289856511	566.7111019320	0.4083605056	-0.2886079722
63.314	1458	0.1289930421	566.4488712817	0.4083258157	-0.2885675602
63.326	1459	0.1289976912	566.1872664802	0.4082904105	-0.2885266714
63.335	1460	0.1290012675	565.9231582834	0.4082533364	-0.2884876900
63.356	1461	0.1290096121	565.6646827259	0.4082190042	-0.2884438210
63.370	1462	0.1290154534	565.4055813197	0.4081833606	-0.2883987599
63.388	1463	0.1290223675	565.1452282158	0.4081481938	-0.2883545332
63.391	1464	0.1290237980	564.8811200190	0.4081120734	-0.2883161478
63.405	1465	0.1290290433	564.6195152175	0.4080772643	-0.2882629805
63.420	1466	0.1290353614	564.3622913577	0.4080416207	-0.2882127934
63.436	1467	0.1290416794	564.1013124049	0.4080068116	-0.2881648712
63.453	1468	0.1290481167	563.8384559058	0.4079720025	-0.2881238632
63.460	1469	0.1290509778	563.5781028019	0.4079370742	-0.2880845242
63.481	1470	0.1290594416	563.3221306397	0.4079028611	-0.2880410128
63.498	1471	0.1290661174	563.0611516870	0.4078670983	-0.2879945211
63.509	1472	0.1290706473	562.8058053735	0.4078322892	-0.2879494600
63.519	1473	0.1290743428	562.5391937816	0.4077972417	-0.2879154854
63.536	1474	0.1290812569	562.2876025610	0.4077611213	-0.2878747158
63.549	1475	0.1290865021	562.0278753059	0.4077267890	-0.2878288202
63.567	1476	0.1290935355	561.7750323877	0.4076900725	-0.2877830438
63.583	1477	0.1291000920	561.5140534350	0.4076562171	-0.2877584867
63.586	1478	0.1291012841	561.2587071215	0.4076217656	-0.2877261810
63.600	1479	0.1291066485	561.0021091105	0.4075850491	-0.2876674108
63.613	1480	0.1291118937	560.7442594018	0.4075522666	-0.2876182966
63.626	1481	0.1291171389	560.4895389372	0.4075178151	-0.2875725202
63.635	1482	0.1291204768	560.2298116821	0.4074836020	-0.2875293665
63.664	1483	0.1291322785	559.9800980079	0.4074478392	-0.2874822788
63.673	1484	0.1291354972	559.7222482993	0.4074137454	-0.2874344759
63.688	1485	0.1291415768	559.4694053810	0.4073795323	-0.2873873882
63.697	1486	0.1291452723	559.2184400093	0.4073452000	-0.2873412542
63.714	1487	0.1291519480	558.9574610566	0.4073094372	-0.2872942857
63.721	1488	0.1291546899	558.7027405919	0.4072741513	-0.2872466020
63.736	1489	0.1291607695	558.4530269178	0.4072387461	-0.2871990375
63.747	1490	0.1291650611	558.2014356972	0.4072052483	-0.2871498041
63.764	1491	0.1291716176	557.9442118373	0.4071681742	-0.2871006898
63.779	1492	0.1291775780	557.6907430703	0.4071328883	-0.2870500259
63.792	1493	0.1291829425	557.4385260009	0.4071003441	-0.2870016269
63.807	1494	0.1291889029	557.1831796875	0.4070654158	-0.2869551353
63.821	1495	0.1291946250	556.9340918621	0.4070329909	-0.2869093589
63.833	1496	0.1291992741	556.6850040367	0.4069956784	-0.2868602447
63.839	1497	0.1292017775	556.4340386649	0.4069617037	-0.2868137531
63.860	1498	0.1292097646	556.1799440491	0.4069265370	-0.2867528371
63.872	1499	0.1292145329	555.9327337702	0.4068920855	-0.2866978816
63.880	1500	0.1292178708	555.6786391544	0.4068573956	-0.2866476945
63.899	1501	0.1292255002	555.4314288754	0.4068219904	-0.2866015605
63.917	1502	0.1292327719	555.1817152012	0.4067895655	-0.2865539960
63.936	1503	0.1292401629	554.9326273759	0.4067555908	-0.2865051202
63.942	1504	0.1292424279	554.6797844577	0.4067213778	-0.2864543370
63.954	1505	0.1292474347	554.4300707835	0.4066851381	-0.2864043883
63.971	1506	0.1292538720	554.1834863534	0.4066528324	-0.2863449029
63.987	1507	0.1292601901	553.9306434352	0.4066154007	-0.2863042525
64.003	1508	0.1292668658	553.6878140979	0.4065824989	-0.2862663440
64.014	1509	0.1292709189	553.4349711797	0.4065476898	-0.2862180642
64.027	1510	0.1292761641	553.1840058079	0.4065141920	-0.2861710957
64.040	1511	0.1292812901	552.9386730754	0.4064784292	-0.2861243657
64.056	1512	0.1292877274	552.6927144940	0.4064460043	-0.2860813311
64.065	1513	0.1292915421	552.4467559127	0.4064104799	-0.2860367469
64.082	1514	0.1292980986	552.1989197850	0.4063771013	-0.2859903744
64.091	1515	0.1293015557	551.9554645989	0.4063415770	-0.2859449557
64.108	1516	0.1293083506	551.7057509247	0.4063081984	-0.2859021596
64.128	1517	0.1293163377	551.4622957386	0.4062738661	-0.2858566216
64.133	1518	0.1293184834	551.2182147037	0.4062378649	-0.2858108452
64.152	1519	0.1293258744	550.9697527271	0.4062036518	-0.2857594660
64.173	1520	0.1293340998	550.7275492387	0.4061715845	-0.2857139281
64.180	1521	0.1293369609	550.4772097157	0.4061366562	-0.2856702975
64.198	1522	0.1293439942	550.2356320760	0.4061008934	-0.2856239251
64.214	1523	0.1293505507	549.9953061339	0.4060683492	-0.2855789832
64.219	1524	0.1293525773	549.7455924598	0.4060331825	-0.2855347565
64.230	1525	0.1293569880	549.5002597273	0.4059996847	-0.2854898146
64.243	1526	0.1293622332	549.2574303900	0.4059641603	-0.2854470185
64.257	1527	0.1293675977	549.0164785991	0.4059329275	-0.2854018381
64.272	1528	0.1293734389	548.7736492618	0.4058996681	-0.2853552273
64.290	1529	0.1293808299	548.5320716221	0.4058637861	-0.2853142193
64.294	1530	0.1293822604	548.2879905872	0.4058298114	-0.2852772644
64.318	1531	0.1293919164	548.0439095523	0.4057961944	-0.2852407864
64.325	1532	0.1293947774	547.8060870055	0.4057613853	-0.2851922682
64.333	1533	0.1293978768	547.5657610634	0.4057268146	-0.2851466110
64.350	1534	0.1294044333	547.3204283309	0.4056961778	-0.2851017883
64.364	1535	0.1294100362	547.0782248424	0.4056598190	-0.2850597075
64.375	1536	0.1294143277	546.8422798420	0.4056254867	-0.2850148848
64.393	1537	0.1294214803	546.5969471095	0.4055918697	-0.2849674395
64.394	1538	0.1294218379	546.3603762603	0.4055572990	-0.2849271467
64.410	1539	0.1294283944	546.1181727718	0.4055252317	-0.2848825625
64.423	1540	0.1294336396	545.8772209810	0.4054905418	-0.2848372629
64.432	1541	0.1294372159	545.6387725853	0.4054571632	-0.2847944668
64.451	1542	0.1294448453	545.3990724921	0.4054229501	-0.2847510746
64.467	1543	0.1294510442	545.1637533405	0.4053900483	-0.2847069672
64.480	1544	0.1294561702	544.9228015496	0.4053538087	-0.2846585682
64.495	1545	0.1294622498	544.6868565492	0.4053212646	-0.2846133879
64.509	1546	0.1294676143	544.4465306071	0.4052884820	-0.2845697573
64.515	1547	0.1294701177	544.2080822115	0.4052553418	-0.2845282724
64.529	1548	0.1294756013	543.9696338159	0.4052200559	-0.2844867876
64.541	1549	0.1294804889	543.7343146643	0.4051878694	-0.2844469717
64.549	1550	0.1294834691	543.4971179662	0.4051536563	-0.2844081095
64.567	1551	0.1294908601	543.2586695706	0.4051186088	-0.2843678167
64.585	1552	0.1294977742	543.0239762678	0.4050852302	-0.2843307426
64.596	1553	0.1295023042	542.7849020234	0.4050517324	-0.2842873504
64.607	1554	0.1295067149	542.5439502325	0.4050175193	-0.2842490842
64.622	1555	0.1295125562	542.3148895690	0.4049858096	-0.2842089107
64.632	1556	0.1295166093	542.0783187198	0.4049525502	-0.2841626575
64.641	1557	0.1295200664	541.8404961729	0.4049191716	-0.2841184309
64.659	1558	0.1295272189	541.6089321142	0.4048869851	-0.2840746810
64.681	1559	0.1295360404	541.3729871138	0.4048513415	-0.2840360572
64.699	1560	0.1295430737	541.1395455086	0.4048185590	-0.2840049436
64.704	1561	0.1295452195	540.9029746594	0.4047852996	-0.2839685848
64.715	1562	0.1295495110	540.6670296590	0.4047535899	-0.2839256694
64.731	1563	0.1295559484	540.4392206931	0.4047171119	-0.2838710716
64.743	1564	0.1295607167	540.2032756927	0.4046838525	-0.2838385274
64.753	1565	0.1295647698	539.9673306923	0.4046507123	-0.2838022878
64.769	1566	0.1295708495	539.7351407847	0.4046184066	-0.2837624719
64.775	1567	0.1295732337	539.5060801212	0.4045859816	-0.2837195566
64.796	1568	0.1295818168	539.2707609696	0.4045517686	-0.2836815288
64.807	1569	0.1295858699	539.0398227596	0.4045185092	-0.2836384942
64.814	1570	0.1295888501	538.8070070032	0.4044847729	-0.2836003473
64.832	1571	0.1295961219	538.5779463397	0.4044502023	-0.2835550477
64.835	1572	0.1295970756	538.3457564322	0.4044188502	-0.2835148742
64.855	1573	0.1296050626	538.1135665246	0.4043855908	-0.2834681441
64.867	1574	0.1296098310	537.8882609539	0.4043540004	-0.2834235599
64.882	1575	0.1296159106	537.6566968952	0.4043182376	-0.2833789756
64.890	1576	0.1296191293	537.4257586852	0.4042852166	-0.2833322455
64.903	1577	0.1296240169	537.1979497193	0.4042525532	-0.2832887342
64.918	1578	0.1296299773	536.9676373582	0.4042188170	-0.2832422425
64.927	1579	0.1296335536	536.7341957530	0.4041869881	-0.2831946780
64.946	1580	0.1296413022	536.5063867871	0.4041550400	-0.2831494977
64.949	1581	0.1296424943	536.2748227283	0.4041222575	-0.2831031253
64.959	1582	0.1296465474	536.0457620648	0.4040893557	-0.2830562760
64.980	1583	0.1296546536	535.8185789477	0.4040556195	-0.2830059697
64.998	1584	0.1296620446	535.5888924354	0.4040225985	-0.2829556634
65.004	1585	0.1296640712	535.3592059230	0.4039905312	-0.2829111983
65.013	1586	0.1296680051	535.1357778988	0.4039565566	-0.2828648259
65.026	1587	0.1296731311	534.9079689329	0.4039228203	-0.2828180959
65.037	1588	0.1296773034	534.6782824205	0.4038906338	-0.2827682664
65.052	1589	0.1296831447	534.4567319427	0.4038566592	-0.2827192713
65.062	1590	0.1296871978	534.2264195816	0.4038254263	-0.2826701571
65.074	1591	0.1296922046	533.9998623133	0.4037924054	-0.2826262881
65.089	1592	0.1296979266	533.7739308938	0.4037579539	-0.2825781275
65.096	1593	0.1297007876	533.5473736255	0.4037276747	-0.2825298478
65.110	1594	0.1297062713	533.3208163572	0.4036914351	-0.2824843098
65.123	1595	0.1297115165	533.0973883329	0.4036605599	-0.2824360301
65.141	1596	0.1297187882	532.8714569134	0.4036253931	-0.2823811938
65.156	1597	0.1297247487	532.6411445523	0.4035929682	-0.2823317219
65.169	1598	0.1297296363	532.4158389816	0.4035622122	-0.2822810580
65.185	1599	0.1297360736	532.1961660502	0.4035272839	-0.2822350432
65.197	1600	0.1297408420	531.9708604795	0.4034955742	-0.2821855713
65.203	1601	0.1297431069	531.7493100017	0.4034639837	-0.2821457554
65.213	1602	0.1297470409	531.5196234894	0.4034322741	-0.2821003367
65.227	1603	0.1297528821	531.3005764068	0.4033974650	-0.2820480038
65.239	1604	0.1297574121	531.0752708361	0.4033659937	-0.2820037771
65.253	1605	0.1297630149	530.8505911142	0.4033323767	-0.2819487025
65.272	1606	0.1297706443	530.6271630899	0.4032999518	-0.2818951775
65.284	1607	0.1297752935	530.4037350657	0.4032696726	-0.2818459440
65.294	1608	0.1297793466	530.1884430759	0.4032370092	-0.2817993332
65.304	1609	0.1297832805	529.9625116564	0.4032039883	-0.2817484308
65.317	1610	0.1297885257	529.7397094810	0.4031718018	-0.2817009855
65.328	1611	0.1297928172	529.5181590031	0.4031410458	-0.2816498447
65.351	1612	0.1298019963	529.2959826765	0.4031073095	-0.2816069294
65.357	1613	0.1298042613	529.0744321987	0.4030738117	-0.2815590073
65.370	1614	0.1298095065	528.8566368137	0.4030412676	-0.2815139461
65.379	1615	0.1298133212	528.6350863358	0.4030093195	-0.2814691235
65.397	1616	0.1298202354	528.4116583116	0.4029772522	-0.2814245392
65.407	1617	0.1298242885	528.1926112290	0.4029445888	-0.2813817430
65.421	1618	0.1298298913	527.9735641464	0.4029121639	-0.2813397814
65.429	1619	0.1298331100	527.7476327269	0.4028785469	-0.2812968660
65.437	1620	0.1298362094	527.5329665859	0.4028471948	-0.2812553812
65.450	1621	0.1298412162	527.3126678057	0.4028165581	-0.2812161613
65.471	1622	0.1298496801	527.0911173279	0.4027840139	-0.2811741997
65.478	1623	0.1298523027	526.8714443965	0.4027509929	-0.2811356950
65.497	1624	0.1298598128	526.6549007091	0.4027166607	-0.2810943294
65.508	1625	0.1298643428	526.4371053241	0.4026845934	-0.2810560632
65.518	1626	0.1298685151	526.2180582415	0.4026544334	-0.2810145784
65.541	1627	0.1298773366	525.9983853101	0.4026234390	-0.2809754778
65.546	1628	0.1298792440	525.7837191691	0.4025885107	-0.2809372116
65.555	1629	0.1298831779	525.5671754817	0.4025573970	-0.2808978725
65.569	1630	0.1298885423	525.3449991551	0.4025244953	-0.2808576990
65.583	1631	0.1298940259	525.1303330142	0.4024931432	-0.2808168102
65.589	1632	0.1298966485	524.9156668732	0.4024605991	-0.2807779479
65.607	1633	0.1299036819	524.6997490346	0.4024294855	-0.2807332445
65.618	1634	0.1299079734	524.4832053473	0.4023964645	-0.2806952167
65.629	1635	0.1299123841	524.2641582646	0.4023655893	-0.2806552816
65.646	1636	0.1299192983	524.0538730653	0.4023318531	-0.2806132007
65.657	1637	0.1299235898	523.8335742851	0.4023013355	-0.2805733848
65.663	1638	0.1299258548	523.6189081442	0.4022689105	-0.2805320192
65.667	1639	0.1299276429	523.4036161544	0.4022368432	-0.2804887462
65.688	1640	0.1299357492	523.1883241646	0.4022053720	-0.2804460693
65.703	1641	0.1299419481	522.9780389653	0.4021759273	-0.2804045844
65.710	1642	0.1299446899	522.7608694292	0.4021429063	-0.2803659606
65.720	1643	0.1299483854	522.5449515906	0.4021094085	-0.2803238797
65.728	1644	0.1299516040	522.3302854496	0.4020780565	-0.2802802491
65.743	1645	0.1299578029	522.1187485527	0.4020462276	-0.2802349496
65.769	1646	0.1299678165	521.9090892022	0.4020130874	-0.2801915574
65.777	1647	0.1299710351	521.6900421196	0.4019834043	-0.2801479268
65.780	1648	0.1299724656	521.4760018275	0.4019487144	-0.2801007199
65.788	1649	0.1299755651	521.2644649306	0.4019192697	-0.2800527978
65.802	1650	0.1299810487	521.0548055801	0.4018873216	-0.2800008225
65.821	1651	0.1299884397	520.8401394391	0.4018552543	-0.2799512315
65.834	1652	0.1299936849	520.6304800886	0.4018244983	-0.2799041438
65.839	1653	0.1299959499	520.4208207381	0.4017910005	-0.2798509765
