    °„C	        No	    CH0	            CH1	            CH2	            CH3
78.221	3646	0.1349017700	330.7986456632	0.3642947891	-0.2397015238
78.221	3647	0.1349015316	330.7679790716	0.3642847755	-0.2396906757
78.225	3648	0.1349032006	330.7260472015	0.3642746427	-0.2396909141
78.235	3649	0.1349070153	330.6897479707	0.3642643907	-0.2396855497
78.232	3650	0.1349060616	330.6484419494	0.3642535427	-0.2396750593
78.239	3651	0.1349088034	330.6121427186	0.3642437675	-0.2396590853
78.244	3652	0.1349105915	330.5745917901	0.3642337539	-0.2396522903
78.245	3653	0.1349109492	330.5370408617	0.3642240980	-0.2396439457
78.250	3654	0.1349132141	330.4994899332	0.3642151573	-0.2396350050
78.244	3655	0.1349105915	330.4625648536	0.3642052629	-0.2396263027
78.241	3656	0.1349093994	330.4256397739	0.3641942957	-0.2396199846
78.243	3657	0.1349104723	330.3912180895	0.3641859510	-0.2396179580
78.247	3658	0.1349119028	330.3524154635	0.3641751030	-0.2396124744
78.239	3659	0.1349089226	330.3136128374	0.3641638973	-0.2396043682
78.250	3660	0.1349129757	330.2804428506	0.3641543605	-0.2395955467
78.259	3661	0.1349167904	330.2403885269	0.3641472080	-0.2395938778
78.258	3662	0.1349164328	330.2072185401	0.3641357639	-0.2395889902
78.255	3663	0.1349150023	330.1677900653	0.3641257503	-0.2395818376
78.256	3664	0.1349155983	330.1321166833	0.3641162136	-0.2395776653
78.249	3665	0.1349128565	330.0958174524	0.3641039350	-0.2395656252
78.259	3666	0.1349165520	330.0545114311	0.3640940406	-0.2395560884
78.267	3667	0.1349197707	330.0200897467	0.3640855768	-0.2395501280
78.263	3668	0.1349182209	329.9825388183	0.3640756824	-0.2395383262
78.261	3669	0.1349173865	329.9506205291	0.3640663841	-0.2395346307
78.268	3670	0.1349201283	329.9099403566	0.3640555360	-0.2395247364
78.280	3671	0.1349251351	329.8748928234	0.3640450456	-0.2395199680
78.281	3672	0.1349252543	329.8354643485	0.3640365818	-0.2395235443
78.285	3673	0.1349270424	329.7972875713	0.3640250185	-0.2395203256
78.283	3674	0.1349263272	329.7641175845	0.3640163162	-0.2395162725
78.285	3675	0.1349269232	329.7259408072	0.3640076139	-0.2395091200
78.295	3676	0.1349308571	329.6890157276	0.3639959314	-0.2394991064
78.297	3677	0.1349318108	329.6495872527	0.3639881828	-0.2394898081
78.301	3678	0.1349331221	329.6164172659	0.3639775732	-0.2394824171
78.310	3679	0.1349369368	329.5794921863	0.3639655330	-0.2394756221
78.307	3680	0.1349356255	329.5450705019	0.3639568307	-0.2394670391
78.302	3681	0.1349335989	329.5081454222	0.3639472940	-0.2394589328
78.309	3682	0.1349364600	329.4693427962	0.3639359691	-0.2394510650
78.311	3683	0.1349371752	329.4336694141	0.3639291742	-0.2394397401
78.317	3684	0.1349396786	329.3967443345	0.3639178493	-0.2394306802
78.313	3685	0.1349378905	329.3598192549	0.3639084318	-0.2394250774
78.309	3686	0.1349363407	329.3253975705	0.3638991334	-0.2394200706
78.319	3687	0.1349403939	329.2865949444	0.3638895967	-0.2394158983
78.320	3688	0.1349409899	329.2540508064	0.3638800600	-0.2394025468
78.317	3689	0.1349397978	329.2121189363	0.3638711193	-0.2393953943
78.320	3690	0.1349408707	329.1814523447	0.3638606288	-0.2393854999
78.320	3691	0.1349409899	329.1464048115	0.3638495424	-0.2393790626
78.332	3692	0.1349454007	329.1063504878	0.3638404825	-0.2393717908
78.334	3693	0.1349463543	329.0700512570	0.3638290384	-0.2393628502
78.332	3694	0.1349454007	329.0387588166	0.3638210513	-0.2393551015
78.339	3695	0.1349485001	328.9987044930	0.3638121107	-0.2393479490
78.340	3696	0.1349488577	328.9630311109	0.3638025739	-0.2393350744
78.346	3697	0.1349512419	328.9273577289	0.3637931564	-0.2393287563
78.342	3698	0.1349495730	328.8923101957	0.3637833812	-0.2393181467
78.349	3699	0.1349524340	328.8572626625	0.3637730100	-0.2393118286
78.348	3700	0.1349518380	328.8228409781	0.3637637117	-0.2393064642
78.350	3701	0.1349525532	328.7840383520	0.3637533405	-0.2392990732
78.349	3702	0.1349521956	328.7521200628	0.3637440421	-0.2392925167
78.351	3703	0.1349531493	328.7158208320	0.3637366512	-0.2392829799
78.355	3704	0.1349545798	328.6795216012	0.3637274721	-0.2392728471
78.363	3705	0.1349576792	328.6400931263	0.3637154319	-0.2392634296
78.361	3706	0.1349570832	328.6025421979	0.3637058952	-0.2392559194
78.368	3707	0.1349598250	328.5712497575	0.3636964776	-0.2392469787
78.370	3708	0.1349604210	328.5343246778	0.3636863448	-0.2392381572
78.377	3709	0.1349631628	328.4973995982	0.3636760928	-0.2392293357
78.370	3710	0.1349605402	328.4623520650	0.3636679866	-0.2392221832
78.382	3711	0.1349651894	328.4248011365	0.3636577346	-0.2392137193
78.390	3712	0.1349686465	328.3928828474	0.3636467674	-0.2392056131
78.386	3713	0.1349667391	328.3578353141	0.3636379459	-0.2391966724
78.385	3714	0.1349666199	328.3196585369	0.3636307933	-0.2391930961
78.381	3715	0.1349650702	328.2852368525	0.3636188724	-0.2391908311
78.388	3716	0.1349678120	328.2514410169	0.3636102893	-0.2391771221
78.388	3717	0.1349678120	328.2138900884	0.3635977723	-0.2391594791
78.393	3718	0.1349696001	328.1807201016	0.3635903814	-0.2391516113
78.400	3719	0.1349723420	328.1431691732	0.3635800102	-0.2391439819
78.397	3720	0.1349711499	328.1068699424	0.3635730960	-0.2391287231
78.394	3721	0.1349700770	328.0724482579	0.3635627248	-0.2391188287
78.402	3722	0.1349732956	328.0411558176	0.3635517575	-0.2391082191
78.407	3723	0.1349753222	327.9998497963	0.3635426976	-0.2391004705
78.419	3724	0.1349798521	327.9673056583	0.3635333993	-0.2390915298
78.419	3725	0.1349799713	327.9297547299	0.3635236242	-0.2390842580
78.414	3726	0.1349779448	327.8953330454	0.3635156371	-0.2390805625
78.425	3727	0.1349824747	327.8590338146	0.3635057428	-0.2390769863
78.432	3728	0.1349849781	327.8277413742	0.3634947755	-0.2390937948
78.431	3729	0.1349848589	327.7914421434	0.3634880998	-0.2391050004
78.426	3730	0.1349825940	327.7595238542	0.3634765365	-0.2391178750
78.429	3731	0.1349840245	327.7188436817	0.3634680726	-0.2391054773
78.435	3732	0.1349861702	327.6831702997	0.3634573438	-0.2390829467
78.432	3733	0.1349852166	327.6487486153	0.3634475686	-0.2390675687
78.435	3734	0.1349862894	327.6130752333	0.3634381511	-0.2390753173
78.439	3735	0.1349877200	327.5805310953	0.3634294488	-0.2390874767
78.433	3736	0.1349854550	327.5454835621	0.3634217002	-0.2390744829
78.441	3737	0.1349887928	327.5135652729	0.3634125211	-0.2390635156
78.443	3738	0.1349895081	327.4747626468	0.3634015538	-0.2390532636
78.445	3739	0.1349901041	327.4397151136	0.3633897521	-0.2390468263
78.453	3740	0.1349933228	327.4071709756	0.3633840301	-0.2390394353
78.458	3741	0.1349953493	327.3714975936	0.3633723476	-0.2390366935
78.454	3742	0.1349939188	327.3345725140	0.3633662679	-0.2390176200
78.455	3743	0.1349941573	327.3026542248	0.3633547046	-0.2390082025
78.456	3744	0.1349945149	327.2651032963	0.3633444526	-0.2390023612
78.454	3745	0.1349936804	327.2306816119	0.3633356311	-0.2389965200
78.466	3746	0.1349986872	327.1962599275	0.3633280017	-0.2389910364
78.467	3747	0.1349989256	327.1643416383	0.3633182265	-0.2389857911
78.472	3748	0.1350008330	327.1267907099	0.3633079745	-0.2389876985
78.469	3749	0.1349998793	327.0961241183	0.3632987954	-0.2389738702
78.477	3750	0.1350028595	327.0629541315	0.3632894971	-0.2389681482
78.476	3751	0.1350023827	327.0222739591	0.3632785298	-0.2389720821
78.476	3752	0.1350026211	326.9909815187	0.3632707812	-0.2389646911
78.476	3753	0.1350026211	326.9534305902	0.3632617213	-0.2389588498
78.474	3754	0.1350016674	326.9215123011	0.3632508733	-0.2389512204
78.486	3755	0.1350063166	326.8870906166	0.3632408597	-0.2389450216
78.491	3756	0.1350085816	326.8507913858	0.3632339456	-0.2389394187
78.494	3757	0.1350094160	326.8163697014	0.3632244088	-0.2389323854
78.498	3758	0.1350112042	326.7806963194	0.3632153489	-0.2389242791
78.488	3759	0.1350073895	326.7456487862	0.3632059314	-0.2389198684
78.485	3760	0.1350059590	326.7118529506	0.3631954410	-0.2389228486
78.491	3761	0.1350085816	326.6799346614	0.3631854274	-0.2389195108
78.499	3762	0.1350116810	326.6473905234	0.3631763675	-0.2389184379
78.497	3763	0.1350106081	326.6123429902	0.3631681420	-0.2389122390
78.502	3764	0.1350127539	326.5760437593	0.3631596782	-0.2389103317
78.503	3765	0.1350133500	326.5397445285	0.3631497838	-0.2389032983
78.503	3766	0.1350132307	326.5090779370	0.3631385781	-0.2388967418
78.506	3767	0.1350143036	326.4771596478	0.3631307103	-0.2388916158
78.506	3768	0.1350144228	326.4402345681	0.3631218888	-0.2388904237
78.517	3769	0.1350185952	326.4045611861	0.3631116368	-0.2388898277
78.513	3770	0.1350171646	326.3738945945	0.3631025769	-0.2388823175
78.513	3771	0.1350171646	326.3419763054	0.3630923249	-0.2388740920
78.517	3772	0.1350185952	326.3056770745	0.3630804040	-0.2388647937
78.526	3773	0.1350224099	326.2693778437	0.3630739667	-0.2388597869
78.527	3774	0.1350227675	326.2393371009	0.3630669333	-0.2388492965
78.526	3775	0.1350221714	326.2049154165	0.3630571582	-0.2388426208
78.528	3776	0.1350230059	326.1692420345	0.3630480983	-0.2388371372
78.534	3777	0.1350252709	326.1366978965	0.3630384423	-0.2388291501
78.524	3778	0.1350215754	326.1022762121	0.3630308129	-0.2388216399
78.535	3779	0.1350256285	326.0684803765	0.3630222299	-0.2388148450
78.538	3780	0.1350270590	326.0353103897	0.3630112626	-0.2388042354
78.535	3781	0.1350256285	325.9990111589	0.3630020835	-0.2387961292
78.541	3782	0.1350280127	325.9720996602	0.3629911162	-0.2387898111
78.542	3783	0.1350284895	325.9339228829	0.3629826524	-0.2388078117
78.548	3784	0.1350311121	325.8995011985	0.3629716851	-0.2388171100
78.553	3785	0.1350327811	325.8682087581	0.3629652478	-0.2388163947
78.553	3786	0.1350327811	325.8312836785	0.3629559495	-0.2388073348
78.551	3787	0.1350321850	325.8012429357	0.3629465319	-0.2388025665
78.562	3788	0.1350364766	325.7630661585	0.3629393794	-0.2387967252
78.560	3789	0.1350355229	325.7323995669	0.3629296042	-0.2387895726
78.567	3790	0.1350385031	325.6986037313	0.3629217364	-0.2387868308
78.566	3791	0.1350380263	325.6623045005	0.3629099347	-0.2387805127
78.564	3792	0.1350374302	325.6335154553	0.3629012324	-0.2387761020
78.568	3793	0.1350387415	325.5990937709	0.3628936030	-0.2387727641
78.569	3794	0.1350392184	325.5684271794	0.3628845431	-0.2387656116
78.567	3795	0.1350383839	325.5340054950	0.3628757216	-0.2387619161
78.576	3796	0.1350419602	325.5027130546	0.3628651120	-0.2387567901
78.576	3797	0.1350418410	325.4657879749	0.3628555753	-0.2387526178
78.574	3798	0.1350411257	325.4338696858	0.3628452040	-0.2387458228
78.567	3799	0.1350385031	325.3988221525	0.3628372170	-0.2387384319
78.574	3800	0.1350411257	325.3656521657	0.3628299453	-0.2387337827
78.575	3801	0.1350414833	325.3318563301	0.3628192164	-0.2387287759
78.572	3802	0.1350402913	325.2974346457	0.3628111102	-0.2387218618
78.579	3803	0.1350430331	325.2617612637	0.3627994277	-0.2387145900
78.577	3804	0.1350425562	325.2342239162	0.3627937056	-0.2387085103
78.578	3805	0.1350426754	325.1966729877	0.3627832152	-0.2387038612
78.580	3806	0.1350435099	325.1641288498	0.3627761819	-0.2387006425
78.591	3807	0.1350480399	325.1303330142	0.3627671220	-0.2387010001
78.585	3808	0.1350455365	325.1009181202	0.3627568700	-0.2386973046
78.594	3809	0.1350493512	325.0639930406	0.3627476908	-0.2386908673
78.602	3810	0.1350524506	325.0345781466	0.3627402999	-0.2386871719
78.602	3811	0.1350523314	324.9976530670	0.3627295710	-0.2386822843
78.601	3812	0.1350520930	324.9632313826	0.3627203919	-0.2386794233
78.595	3813	0.1350494704	324.9331906398	0.3627112128	-0.2386793040
78.597	3814	0.1350501856	324.9031498970	0.3627015568	-0.2386731052
78.599	3815	0.1350511393	324.8718574567	0.3626930930	-0.2386664294
78.601	3816	0.1350518546	324.8330548306	0.3626855828	-0.2386645221
78.598	3817	0.1350505433	324.8067691807	0.3626759268	-0.2386561774
78.605	3818	0.1350535235	324.7685924034	0.3626655556	-0.2386478328
78.609	3819	0.1350551924	324.7398033583	0.3626586415	-0.2386425876
78.620	3820	0.1350593647	324.7047558251	0.3626486279	-0.2386385345
78.620	3821	0.1350596032	324.6709599895	0.3626383759	-0.2386388921
78.627	3822	0.1350622258	324.6415450955	0.3626309849	-0.2386323356
78.631	3823	0.1350636563	324.6077492599	0.3626208521	-0.2386281633
78.627	3824	0.1350621066	324.5764568196	0.3626113154	-0.2386231565
78.639	3825	0.1350667557	324.5445385304	0.3626020171	-0.2386186265
78.635	3826	0.1350653252	324.5132460900	0.3625951029	-0.2386158847
78.632	3827	0.1350643715	324.4744434639	0.3625865199	-0.2386139773
78.632	3828	0.1350643715	324.4437768724	0.3625779368	-0.2386081361
78.634	3829	0.1350649676	324.4099810368	0.3625682808	-0.2386063480
78.632	3830	0.1350643715	324.3805661428	0.3625577904	-0.2386022948
78.641	3831	0.1350678286	324.3473961560	0.3625477769	-0.2385977649
78.641	3832	0.1350678286	324.3154778669	0.3625420548	-0.2385935926
78.650	3833	0.1350711665	324.2829337289	0.3625353791	-0.2385898971
78.653	3834	0.1350723586	324.2528929861	0.3625244118	-0.2385864400
78.656	3835	0.1350735506	324.2190971505	0.3625151135	-0.2385832214
78.658	3836	0.1350743851	324.1840496173	0.3625066496	-0.2385803603
78.660	3837	0.1350752196	324.1583898162	0.3624977089	-0.2385733270
78.660	3838	0.1350752196	324.1195871901	0.3624881722	-0.2385698699
78.659	3839	0.1350748619	324.0926756914	0.3624782778	-0.2385702275
78.675	3840	0.1350810608	324.0551247630	0.3624702908	-0.2385641479
78.675	3841	0.1350811800	324.0213289274	0.3624609925	-0.2385609292
78.676	3842	0.1350814185	323.9937915798	0.3624531247	-0.2385565185
78.679	3843	0.1350827298	323.9599957442	0.3624443032	-0.2385517501
78.678	3844	0.1350824913	323.9274516062	0.3624366738	-0.2385481738
78.679	3845	0.1350826106	323.8974108635	0.3624259449	-0.2385432862
78.678	3846	0.1350824913	323.8642408767	0.3624178387	-0.2385370874
78.675	3847	0.1350812993	323.8316967387	0.3624066330	-0.2385378026
78.681	3848	0.1350836834	323.8016559959	0.3623980500	-0.2385345840
78.678	3849	0.1350822529	323.7666084627	0.3623913743	-0.2385299348
78.683	3850	0.1350845179	323.7353160224	0.3623817183	-0.2385215901
78.683	3851	0.1350842795	323.7040235820	0.3623727776	-0.2385113381
78.679	3852	0.1350827298	323.6733569904	0.3623639561	-0.2385052585
78.688	3853	0.1350861868	323.6433162477	0.3623564459	-0.2384967946
78.684	3854	0.1350847563	323.6088945633	0.3623460747	-0.2384909534
78.687	3855	0.1350858292	323.5763504253	0.3623376109	-0.2384810590
78.697	3856	0.1350900015	323.5450579849	0.3623287894	-0.2384759330
78.697	3857	0.1350897631	323.5143913933	0.3623203255	-0.2384712838
78.699	3858	0.1350904784	323.4862281970	0.3623104311	-0.2384625815
78.698	3859	0.1350902399	323.4518065126	0.3623032786	-0.2384547137
78.698	3860	0.1350903592	323.4148814329	0.3622945763	-0.2384480380
78.695	3861	0.1350889286	323.3904733295	0.3622852780	-0.2384423160
78.713	3862	0.1350962004	323.3604325867	0.3622780062	-0.2384363555
78.705	3863	0.1350931010	323.3241333559	0.3622694231	-0.2384278916
78.709	3864	0.1350947699	323.2953443107	0.3622594096	-0.2384238385
78.705	3865	0.1350929818	323.2621743239	0.3622510649	-0.2384162091
78.714	3866	0.1350965580	323.2283784883	0.3622430779	-0.2384121560
78.717	3867	0.1350976309	323.1995894432	0.3622333027	-0.2384026193
78.711	3868	0.1350952467	323.1695487004	0.3622254349	-0.2383930825
78.720	3869	0.1350988230	323.1338753184	0.3622158982	-0.2383833074
78.716	3870	0.1350972733	323.1032087268	0.3622092224	-0.2383728169
78.718	3871	0.1350982270	323.0731679841	0.3621994473	-0.2383670949
78.718	3872	0.1350982270	323.0406238461	0.3621913411	-0.2383598231
78.720	3873	0.1350990614	323.0099572545	0.3621837117	-0.2383533858
78.726	3874	0.1351014456	322.9774131165	0.3621752478	-0.2383477830
78.718	3875	0.1350983462	322.9467465250	0.3621641613	-0.2383375310
78.723	3876	0.1351002535	322.9173316310	0.3621564127	-0.2383290671
78.725	3877	0.1351009688	322.8829099466	0.3621474720	-0.2383229875
78.722	3878	0.1350996575	322.8559984479	0.3621392466	-0.2383122586
78.727	3879	0.1351019225	322.8215767635	0.3621310211	-0.2383047484
78.731	3880	0.1351034722	322.7915360207	0.3621235110	-0.2382987880
78.737	3881	0.1351058564	322.7589918827	0.3621162392	-0.2382928275
78.738	3882	0.1351059756	322.7289511400	0.3621056296	-0.2382820987
78.732	3883	0.1351038298	322.6970328508	0.3620978810	-0.2382822179
78.745	3884	0.1351087174	322.6632370152	0.3620891787	-0.2382798337
78.739	3885	0.1351065716	322.6350738189	0.3620825030	-0.2382584952
78.742	3886	0.1351076445	322.6025296809	0.3620724894	-0.2382464551
78.750	3887	0.1351109824	322.5718630893	0.3620614029	-0.2382359647
78.749	3888	0.1351106247	322.5449515906	0.3620554425	-0.2382266663
78.758	3889	0.1351138434	322.5105299062	0.3620466210	-0.2382186793
78.753	3890	0.1351119360	322.4817408610	0.3620364882	-0.2382095002
78.759	3891	0.1351143202	322.4485708742	0.3620314814	-0.2382060431
78.760	3892	0.1351149163	322.4172784339	0.3620203949	-0.2382042550
78.753	3893	0.1351120552	322.3872376911	0.3620134808	-0.2381965064
78.767	3894	0.1351176581	322.3546935531	0.3620019175	-0.2381886386
78.769	3895	0.1351182541	322.3240269616	0.3619941689	-0.2381825589
78.766	3896	0.1351170620	322.2902311260	0.3619859434	-0.2381767176
78.773	3897	0.1351200423	322.2589386856	0.3619780756	-0.2381724261
78.767	3898	0.1351175389	322.2364081285	0.3619685389	-0.2381650351
78.758	3899	0.1351140818	322.2019864441	0.3619610287	-0.2381547831
78.766	3900	0.1351171812	322.1688164573	0.3619510151	-0.2381445311
78.769	3901	0.1351184926	322.1387757146	0.3619433857	-0.2381369017
78.773	3902	0.1351199231	322.1087349718	0.3619359947	-0.2381320142
78.778	3903	0.1351218304	322.0768166826	0.3619249083	-0.2381265305
78.778	3904	0.1351219496	322.0461500911	0.3619162060	-0.2381196164
78.776	3905	0.1351211152	322.0173610459	0.3619090534	-0.2381106757
78.774	3906	0.1351201615	321.9873203032	0.3618998743	-0.2381051921
78.776	3907	0.1351212344	321.9541503164	0.3618929602	-0.2380963706
78.781	3908	0.1351232609	321.9266129688	0.3618834234	-0.2380885028
78.789	3909	0.1351262412	321.8915654356	0.3618757940	-0.2380840920
78.783	3910	0.1351237378	321.8634022393	0.3618689991	-0.2380731248
78.785	3911	0.1351248106	321.8308581013	0.3618589855	-0.2380657338
78.787	3912	0.1351256451	321.8039466026	0.3618520714	-0.2380612038
78.789	3913	0.1351262412	321.7745317086	0.3618426539	-0.2380525016
78.792	3914	0.1351273140	321.7407358730	0.3618346668	-0.2380457066
78.799	3915	0.1351302943	321.7150760719	0.3618267990	-0.2380389117
78.800	3916	0.1351306519	321.6837836316	0.3618166662	-0.2380309247
78.803	3917	0.1351316056	321.6512394936	0.3618082024	-0.2380261563
78.799	3918	0.1351300559	321.6205729020	0.3618008114	-0.2380160235
78.797	3919	0.1351293406	321.5886546128	0.3617915131	-0.2380072020
78.801	3920	0.1351308903	321.5598655677	0.3617832876	-0.2380015992
78.807	3921	0.1351333937	321.5266955809	0.3617751814	-0.2379950427
78.806	3922	0.1351331553	321.5004099310	0.3617676712	-0.2379839562
78.801	3923	0.1351308903	321.4697433394	0.3617571808	-0.2379810952
78.809	3924	0.1351343474	321.4359475038	0.3617478825	-0.2379714392
78.808	3925	0.1351337513	321.4090360051	0.3617426373	-0.2379677438
78.813	3926	0.1351357779	321.3789952623	0.3617340542	-0.2379566573
78.812	3927	0.1351354203	321.3483286708	0.3617252327	-0.2379493855
78.815	3928	0.1351366124	321.3139069864	0.3617170073	-0.2379350804
78.816	3929	0.1351368508	321.2876213364	0.3617080666	-0.2379241131
78.821	3930	0.1351389965	321.2575805937	0.3616999603	-0.2379106425
78.819	3931	0.1351382813	321.2262881533	0.3616916157	-0.2379042052
78.814	3932	0.1351361355	321.1956215617	0.3616826750	-0.2378944300
78.824	3933	0.1351399502	321.1680842142	0.3616752840	-0.2378845357
78.826	3934	0.1351410231	321.1374176227	0.3616675354	-0.2378776215
78.828	3935	0.1351416192	321.1042476359	0.3616575218	-0.2378662966
78.827	3936	0.1351411423	321.0798395324	0.3616504885	-0.2378610514
78.828	3937	0.1351414999	321.0472953944	0.3616404749	-0.2378517531
78.833	3938	0.1351435265	321.0160029540	0.3616332031	-0.2378415011
78.832	3939	0.1351432881	320.9815812696	0.3616262890	-0.2378316067
78.833	3940	0.1351436457	320.9577990149	0.3616186596	-0.2378236197
78.842	3941	0.1351473412	320.9302616674	0.3616080500	-0.2378157519
78.847	3942	0.1351492485	320.8964658318	0.3616005398	-0.2378068112
78.844	3943	0.1351478180	320.8689284843	0.3615915991	-0.2377969168
78.842	3944	0.1351473412	320.8345067998	0.3615820623	-0.2377880953
78.854	3945	0.1351521096	320.8069694523	0.3615750290	-0.2377766512
78.837	3946	0.1351454339	320.7769287096	0.3615693069	-0.2377674721
78.841	3947	0.1351467452	320.7456362692	0.3615591742	-0.2377600812
78.849	3948	0.1351500830	320.7174730729	0.3615492798	-0.2377494715
78.851	3949	0.1351509175	320.6874323301	0.3615423656	-0.2377410077
78.850	3950	0.1351505599	320.6555140409	0.3615342594	-0.2377319478
78.863	3951	0.1351555666	320.6242216005	0.3615267492	-0.2377236031
78.861	3952	0.1351547322	320.5948067066	0.3615175701	-0.2377164506
78.857	3953	0.1351531825	320.5703986031	0.3615076757	-0.2377144240
78.864	3954	0.1351560435	320.5372286163	0.3615020729	-0.2377054833
78.869	3955	0.1351579508	320.5071878736	0.3614926554	-0.2377023839
78.865	3956	0.1351564011	320.4777729796	0.3614837147	-0.2376917742
78.863	3957	0.1351553282	320.4464805392	0.3614754892	-0.2376811646
78.862	3958	0.1351552090	320.4220724357	0.3614670254	-0.2376867674
78.874	3959	0.1351598582	320.3895282978	0.3614576078	-0.2376758002
78.876	3960	0.1351606926	320.3607392526	0.3614522434	-0.2376592301
78.873	3961	0.1351595005	320.3306985099	0.3614428259	-0.2376492165
78.878	3962	0.1351616463	320.3012836159	0.3614317394	-0.2376412295
78.876	3963	0.1351606926	320.2737462684	0.3614262558	-0.2376318120
78.882	3964	0.1351628384	320.2412021304	0.3614201761	-0.2376248978
78.879	3965	0.1351620039	320.2105355388	0.3614082552	-0.2376194142
78.885	3966	0.1351643881	320.1829981913	0.3614015795	-0.2376121424
78.885	3967	0.1351640305	320.1548349950	0.3613919235	-0.2376061820
78.888	3968	0.1351655802	320.1254201010	0.3613851286	-0.2375980757
78.895	3969	0.1351683220	320.0953793583	0.3613759495	-0.2375906847
78.897	3970	0.1351690373	320.0672161619	0.3613670088	-0.2375822209
78.894	3971	0.1351679644	320.0334203263	0.3613610483	-0.2375736378
78.887	3972	0.1351649842	320.0077605252	0.3613518692	-0.2375663661
78.890	3973	0.1351662955	319.9814748753	0.3613448358	-0.2375575446
78.894	3974	0.1351678452	319.9483048885	0.3613386370	-0.2375509881
78.900	3975	0.1351701102	319.9176382969	0.3613286234	-0.2375412129
78.901	3976	0.1351707062	319.8913526470	0.3613209940	-0.2375364445
78.904	3977	0.1351716599	319.8625636019	0.3613133646	-0.2375276230
78.905	3978	0.1351720175	319.8325228591	0.3613070465	-0.2375207089
78.908	3979	0.1351732096	319.8018562676	0.3612972713	-0.2375148676
78.909	3980	0.1351735672	319.7736930712	0.3612886883	-0.2375053309
78.903	3981	0.1351714215	319.7424006309	0.3612786747	-0.2374988936
78.912	3982	0.1351748785	319.7154891321	0.3612740255	-0.2374880455
78.913	3983	0.1351754746	319.6892034822	0.3612661577	-0.2374799393
78.914	3984	0.1351755938	319.6547817978	0.3612562633	-0.2374743365
78.910	3985	0.1351742825	319.6272444503	0.3612500644	-0.2374701641
78.918	3986	0.1351772627	319.5947003123	0.3612406469	-0.2374612235
78.930	3987	0.1351821503	319.5702922088	0.3612336136	-0.2374508522
78.921	3988	0.1351783356	319.5427548613	0.3612234808	-0.2374434613
78.925	3989	0.1351801238	319.5127141185	0.3612147785	-0.2374378584
78.934	3990	0.1351837000	319.4832992246	0.3612078644	-0.2374307059
78.931	3991	0.1351823887	319.4570135747	0.3612001158	-0.2374208115
78.931	3992	0.1351825079	319.4257211343	0.3611908174	-0.2374165200
78.931	3993	0.1351822695	319.3975579380	0.3611829496	-0.2374125861
78.940	3994	0.1351860842	319.3693947416	0.3611747242	-0.2374104403
78.935	3995	0.1351841769	319.3337213596	0.3611687637	-0.2374062680
78.941	3996	0.1351863226	319.3099391049	0.3611592270	-0.2373981617
78.943	3997	0.1351870379	319.2830276062	0.3611512399	-0.2373937510
78.945	3998	0.1351878724	319.2517351658	0.3611424185	-0.2373873137
78.939	3999	0.1351854882	319.2216944231	0.3611361004	-0.2373818301
78.947	4000	0.1351887068	319.1922795291	0.3611265636	-0.2373727702
78.947	4001	0.1351888260	319.1659938792	0.3611190534	-0.2373677634
78.948	4002	0.1351889452	319.1378306829	0.3611110664	-0.2373622797
78.947	4003	0.1351888260	319.1046606961	0.3611039138	-0.2373557232
78.951	4004	0.1351902565	319.0808784414	0.3610962845	-0.2373498820
78.954	4005	0.1351913294	319.0527152451	0.3610869861	-0.2373460673
78.963	4006	0.1351949057	319.0233003511	0.3610812641	-0.2373409413
78.954	4007	0.1351915678	318.9957630036	0.3610726810	-0.2373367689
78.954	4008	0.1351915678	318.9607154704	0.3610646940	-0.2373304509
78.952	4009	0.1351908526	318.9363073669	0.3610540844	-0.2373236559
78.963	4010	0.1351949057	318.9081441705	0.3610457397	-0.2373206757
78.959	4011	0.1351935944	318.8781034278	0.3610390640	-0.2373149536
78.971	4012	0.1351982436	318.8505660802	0.3610314346	-0.2373114966
78.972	4013	0.1351987204	318.8180219423	0.3610247589	-0.2373062514
78.965	4014	0.1351958594	318.7942396876	0.3610152221	-0.2373030327
78.973	4015	0.1351991972	318.7654506424	0.3610066391	-0.2372971915
78.979	4016	0.1352012238	318.7397908413	0.3610009170	-0.2372895621
78.978	4017	0.1352011046	318.7097500986	0.3609907842	-0.2372846745
78.976	4018	0.1352003893	318.6834644487	0.3609823204	-0.2372784756
78.978	4019	0.1352009854	318.6534237059	0.3609737373	-0.2372716807
78.983	4020	0.1352031312	318.6246346608	0.3609665847	-0.2372685812
78.979	4021	0.1352014622	318.5945939180	0.3609596706	-0.2372611903
78.979	4022	0.1352014622	318.5639273264	0.3609513260	-0.2372578524
78.985	4023	0.1352036080	318.5382675253	0.3609436966	-0.2372499846
78.989	4024	0.1352053961	318.5101043290	0.3609363056	-0.2372460507
78.994	4025	0.1352071843	318.4844445279	0.3609283186	-0.2372416399
78.998	4026	0.1352087340	318.4519003899	0.3609218813	-0.2372366331
78.988	4027	0.1352048001	318.4268664376	0.3609124637	-0.2372313879
78.993	4028	0.1352068266	318.3987032413	0.3609074569	-0.2372290037
78.995	4029	0.1352076611	318.3692883473	0.3608982778	-0.2372266196
78.993	4030	0.1352069458	318.3404993022	0.3608910060	-0.2372273348
78.996	4031	0.1352080187	318.3154653499	0.3608838535	-0.2372189902
78.999	4032	0.1352093300	318.2860504559	0.3608736015	-0.2372143410
79.007	4033	0.1352125487	318.2541321668	0.3608654953	-0.2372061156
